id,text,label,prompt,model,date,word_count,readability
158,Human-written text sample 158: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-11-02,25.0,49.48400000000001
159,Human-written text sample 159: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-01-03,25.0,52.86800000000002
160,AI-generated content sample 160: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2025-04-15,25.0,32.56400000000002
161,Human-written text sample 161: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-04-05,28.0,33.38642857142861
162,AI-generated content sample 162: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2024-03-11,25.0,32.56400000000002
163,Human-written text sample 163: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-01-31,28.0,33.38642857142861
164,Human-written text sample 164: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-03-05,25.0,49.48400000000001
165,AI-generated content sample 165: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-08-13,23.0,47.39434782608697
166,Human-written text sample 166: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-12-20,25.0,49.48400000000001
167,Human-written text sample 167: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-10-16,25.0,46.10000000000002
168,Human-written text sample 168: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-11-16,25.0,49.48400000000001
169,Human-written text sample 169: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-01-12,25.0,49.48400000000001
170,AI-generated content sample 170: This is an example of text generated by Claude in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Claude,2024-06-07,23.0,47.39434782608697
171,AI-generated content sample 171: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2024-02-06,25.0,32.56400000000002
172,Human-written text sample 172: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-14,25.0,49.48400000000001
173,Human-written text sample 173: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-09-29,25.0,46.10000000000002
174,AI-generated content sample 174: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2024-10-10,23.0,40.03782608695653
175,Human-written text sample 175: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-09-02,25.0,46.10000000000002
176,Human-written text sample 176: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-08-31,25.0,52.86800000000002
177,AI-generated content sample 177: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2025-02-20,24.0,45.00000000000003
178,AI-generated content sample 178: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-04-05,24.0,45.00000000000003
179,Human-written text sample 179: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-04-05,25.0,46.10000000000002
180,AI-generated content sample 180: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2024-01-31,25.0,32.56400000000002
181,AI-generated content sample 181: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-07-06,24.0,45.00000000000003
182,AI-generated content sample 182: This is an example of text generated by Bard in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Bard,2025-01-29,26.0,50.29115384615386
183,AI-generated content sample 183: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2024-10-25,25.0,25.79600000000002
184,Human-written text sample 184: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-11-01,25.0,49.48400000000001
